index,destination,coverage,type,destination_code,origin,origin_code,gender,year,migrants,M49,migrants_millions,name,alpha-2,alpha-3,country-code,iso_3166-2,region,sub-region,intermediate-region,region-code,sub-region-code,intermediate-region-code,alpha-3_dest,gdp_per_capita_dest,total_population_dest
25528,Venezuela,,B R,862,Grenada,308,female,2010,118,308,0.000118,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VEN,13646.304662266411,28813101.0
15012,Hungary,,B,348,Grenada,308,male,2010,4,308,4e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,HUN,13189.843387476838,10000023.0
21804,Cayman Islands,22,C R,136,Grenada,308,male,2010,9,308,9e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CYM,76837.66996366715,54099.0
9786,Mali,,B R,466,Grenada,308,male,2010,129,308,0.000129,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,MLI,827.6176600827155,15945198.0
20653,Luxembourg,,B,442,Grenada,308,male,2010,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,LUX,110885.99137872108,506953.0
22658,Saint Lucia,,B R,662,Grenada,308,female,2010,72,308,0.000072,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,LCA,8673.687203405294,170906.0
22376,Jamaica,,B R,388,Grenada,308,female,2010,107,308,0.000107,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,JAM,4809.977380311997,2748568.0
23332,Costa Rica,,B R,188,Grenada,308,male,2010,5,308,4.9999999999999996e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CRI,8265.788202758986,4555962.0
15553,Slovakia,,B,703,Grenada,308,female,2010,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,SVK,16899.448680528953,5391428.0
26864,Australia,,B R,36,Grenada,308,female,2010,51,308,0.000051,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,AUS,52144.6654705468,22031750.0
21886,Cuba,,B,192,Grenada,308,male,2010,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CUB,5272.2675582483525,11297409.0
16690,Finland,,B,246,Grenada,308,male,2010,1,308,1e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,FIN,46506.291901656616,5363352.0
22831,Trinidad and Tobago,,B R,780,Grenada,308,male,2010,3358,308,0.003358,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,TTO,16815.424737361,1317714.0
21415,Antigua and Barbuda,,B R,28,Grenada,308,female,2010,80,308,0.00007999999999999999,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,ATG,15217.39507909222,85320.0
23960,Panama,,B R,591,Grenada,308,male,2010,13,308,0.000013,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,PAN,8331.464213518679,3628535.0
21804,Cayman Islands,22,C R,136,Grenada,308,female,2010,7,308,7e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CYM,76837.66996366715,54099.0
16156,Denmark,11,B R,208,Grenada,308,female,2010,4,308,4e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,DNK,58104.54455949811,5547683.0
21657,Barbados,,B R,52,Grenada,308,male,2010,133,308,0.000133,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BRB,18860.383370330943,275243.0
16690,Finland,,B,246,Grenada,308,female,2010,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,FIN,46506.291901656616,5363352.0
17660,Norway,,B,578,Grenada,308,female,2010,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,NOR,88163.2085931423,4889252.0
22715,Saint Vincent and the Grenadines,,B R,670,Grenada,308,female,2010,243,308,0.000243,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VCT,6551.968359924052,109959.0
9786,Mali,,B R,466,Grenada,308,female,2010,171,308,0.00017099999999999998,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,MLI,827.6176600827155,15945198.0
21886,Cuba,,B,192,Grenada,308,female,2010,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CUB,5272.2675582483525,11297409.0
21487,Aruba,19,B R,533,Grenada,308,male,2010,63,308,0.000063,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,ABW,24093.140151062573,101838.0
21588,Bahamas,,B R,44,Grenada,308,male,2010,13,308,0.000013,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BHS,27473.100430501963,367478.0
24541,Bolivia,,B R,68,Grenada,308,female,2010,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BOL,1929.783730771584,10182345.0
22576,Saint Kitts and Nevis,,B R,659,Grenada,308,male,2010,30,308,0.000029999999999999997,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,KNA,16622.94579085767,46846.0
16156,Denmark,11,B R,208,Grenada,308,female,2015,7,308,7e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,DNK,53094.01336075736,5683483.0
21588,Bahamas,,B R,44,Grenada,308,male,2015,14,308,0.000014,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BHS,30719.405417468977,385346.0
25528,Venezuela,,B R,862,Grenada,308,male,2015,53,308,0.000053,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VEN,,30573972.0
16156,Denmark,11,B R,208,Grenada,308,male,2015,7,308,7e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,DNK,53094.01336075736,5683483.0
15553,Slovakia,,B,703,Grenada,308,female,2015,1,308,1e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,SVK,16442.07608600175,5423801.0
26864,Australia,,B R,36,Grenada,308,male,2015,70,308,0.00007,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,AUS,56739.02653465933,23815995.0
20653,Luxembourg,,B,442,Grenada,308,male,2015,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,LUX,105462.01258442264,569604.0
15012,Hungary,,B,348,Grenada,308,male,2015,2,308,2e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,HUN,12782.941257797267,9797755.0
21886,Cuba,,B,192,Grenada,308,male,2015,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CUB,7727.919972079983,11275065.0
24541,Bolivia,,B R,68,Grenada,308,male,2015,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BOL,2996.0128981134417,11014705.0
18604,Greece,,B,300,Grenada,308,male,2015,1,308,1e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,GRC,17980.72982381374,10820883.0
23332,Costa Rica,,B R,188,Grenada,308,female,2015,3,308,3e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CRI,11714.710598080348,4818038.0
21962,Curaçao,23,B R,531,Grenada,308,female,2015,1,308,1e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CUW,19361.8130008678,157980.0
25187,Guyana,,B R,328,Grenada,308,female,2015,46,308,0.000046,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,GUY,5640.41560569466,758781.0
22715,Saint Vincent and the Grenadines,,B R,670,Grenada,308,male,2015,192,308,0.000192,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VCT,7353.735560541842,106960.0
21588,Bahamas,,B R,44,Grenada,308,female,2015,19,308,0.000018999999999999998,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BHS,30719.405417468977,385346.0
26864,Australia,,B R,36,Grenada,308,female,2015,70,308,0.00007,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,AUS,56739.02653465933,23815995.0
22576,Saint Kitts and Nevis,,B R,659,Grenada,308,male,2015,31,308,0.000031,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,KNA,20328.80035301085,47087.0
16690,Finland,,B,246,Grenada,308,female,2015,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,FIN,42560.34567671027,5479531.0
21962,Curaçao,23,B R,531,Grenada,308,male,2015,1,308,1e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CUW,19361.8130008678,157980.0
21804,Cayman Islands,22,C R,136,Grenada,308,male,2015,10,308,9.999999999999999e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CYM,76379.2095108681,61642.0
16690,Finland,,B,246,Grenada,308,male,2015,1,308,1e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,FIN,42560.34567671027,5479531.0
21657,Barbados,,B R,52,Grenada,308,female,2015,250,308,0.00025,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BRB,18954.291372450625,278990.0
23960,Panama,,B R,591,Grenada,308,female,2015,10,308,9.999999999999999e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,PAN,14082.654850272787,3960035.0
22576,Saint Kitts and Nevis,,B R,659,Grenada,308,female,2015,26,308,0.000026,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,KNA,20328.80035301085,47087.0
15553,Slovakia,,B,703,Grenada,308,male,2015,1,308,1e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,SVK,16442.07608600175,5423801.0
9786,Mali,,B R,466,Grenada,308,male,2015,159,308,0.000159,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,MLI,838.1198694010295,18593022.0
21487,Aruba,19,B R,533,Grenada,308,male,2015,65,308,0.000065,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,ABW,27458.225331027304,107906.0
25975,Canada,,B,124,Grenada,308,female,2015,6346,308,0.006346,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CAN,43594.19410453944,35704498.0
21657,Barbados,,B R,52,Grenada,308,male,2015,139,308,0.000139,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BRB,18954.291372450625,278990.0
22898,United States Virgin Islands,30,B,850,Grenada,308,female,2015,307,308,0.000307,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VIR,34007.35294117647,107712.0
21804,Cayman Islands,22,C R,136,Grenada,308,female,2015,6,308,6e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CYM,76379.2095108681,61642.0
22715,Saint Vincent and the Grenadines,,B R,670,Grenada,308,female,2015,247,308,0.000247,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VCT,7353.735560541842,106960.0
21487,Aruba,19,B R,533,Grenada,308,female,2015,193,308,0.000193,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,ABW,27458.225331027304,107906.0
17660,Norway,,B,578,Grenada,308,female,2015,9,308,9e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,NOR,74809.96580498976,5188607.0
25528,Venezuela,,B R,862,Grenada,308,female,2015,110,308,0.00010999999999999999,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VEN,,30573972.0
22658,Saint Lucia,,B R,662,Grenada,308,female,2015,68,308,0.000068,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,LCA,10334.986082391815,174905.0
23332,Costa Rica,,B R,188,Grenada,308,male,2015,5,308,4.9999999999999996e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CRI,11714.710598080348,4818038.0
17660,Norway,,B,578,Grenada,308,male,2015,10,308,9.999999999999999e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,NOR,74809.96580498976,5188607.0
22658,Saint Lucia,,B R,662,Grenada,308,male,2015,100,308,0.00009999999999999999,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,LCA,10334.986082391815,174905.0
22831,Trinidad and Tobago,,B R,780,Grenada,308,female,2015,4475,308,0.004475,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,TTO,19887.233735933765,1349667.0
25187,Guyana,,B R,328,Grenada,308,male,2015,61,308,0.000061,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,GUY,5640.41560569466,758781.0
25975,Canada,,B,124,Grenada,308,male,2015,4175,308,0.004175,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CAN,43594.19410453944,35704498.0
24541,Bolivia,,B R,68,Grenada,308,female,2015,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BOL,2996.0128981134417,11014705.0
22898,United States Virgin Islands,30,B,850,Grenada,308,male,2015,283,308,0.000283,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VIR,34007.35294117647,107712.0
21415,Antigua and Barbuda,,B R,28,Grenada,308,male,2015,107,308,0.000107,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,ATG,16077.634076940634,89409.0
23960,Panama,,B R,591,Grenada,308,male,2015,17,308,0.000017,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,PAN,14082.654850272787,3960035.0
9786,Mali,,B R,466,Grenada,308,female,2015,210,308,0.00020999999999999998,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,MLI,838.1198694010295,18593022.0
22376,Jamaica,,B R,388,Grenada,308,male,2015,100,308,0.00009999999999999999,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,JAM,5062.895550242595,2802534.0
21415,Antigua and Barbuda,,B R,28,Grenada,308,female,2015,85,308,0.00008499999999999999,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,ATG,16077.634076940634,89409.0
20653,Luxembourg,,B,442,Grenada,308,female,2015,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,LUX,105462.01258442264,569604.0
15012,Hungary,,B,348,Grenada,308,female,2015,1,308,1e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,HUN,12782.941257797267,9797755.0
22376,Jamaica,,B R,388,Grenada,308,female,2015,105,308,0.00010499999999999999,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,JAM,5062.895550242595,2802534.0
18604,Greece,,B,300,Grenada,308,female,2015,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,GRC,17980.72982381374,10820883.0
22831,Trinidad and Tobago,,B R,780,Grenada,308,male,2015,3551,308,0.003551,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,TTO,19887.233735933765,1349667.0
21886,Cuba,,B,192,Grenada,308,female,2015,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CUB,7727.919972079983,11275065.0
17660,Norway,,B,578,Grenada,308,female,2020,9,308,9e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,NOR,68340.01810337017,5379475.0
21415,Antigua and Barbuda,,B R,28,Grenada,308,female,2020,87,308,0.000087,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,ATG,15369.60822504014,91846.0
21657,Barbados,,B R,52,Grenada,308,male,2020,140,308,0.00014,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BRB,18347.110913105524,281698.0
25975,Canada,,B,124,Grenada,308,male,2020,4092,308,0.004092,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CAN,43537.83929890399,38028638.0
21804,Cayman Islands,22,C R,136,Grenada,308,male,2020,11,308,0.000011,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CYM,82338.79828536611,68684.0
23332,Costa Rica,,B R,188,Grenada,308,female,2020,3,308,3e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CRI,12394.0493969354,5034320.0
21886,Cuba,,B,192,Grenada,308,male,2020,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CUB,9605.261250672624,11176354.0
17660,Norway,,B,578,Grenada,308,male,2020,7,308,7e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,NOR,68340.01810337017,5379475.0
24541,Bolivia,,B R,68,Grenada,308,male,2020,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BOL,3099.942190535137,11816299.0
26864,Australia,,B R,36,Grenada,308,male,2020,78,308,0.000078,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,AUS,51791.54017998405,25649248.0
21588,Bahamas,,B R,44,Grenada,308,male,2020,15,308,0.000014999999999999999,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BHS,26178.75376077077,395863.0
9786,Mali,,B R,466,Grenada,308,male,2020,187,308,0.000187,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,MLI,953.2429432909744,21713836.0
22658,Saint Lucia,,B R,662,Grenada,308,female,2020,64,308,0.000064,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,LCA,8411.07474936367,178250.0
22576,Saint Kitts and Nevis,,B R,659,Grenada,308,female,2020,25,308,0.000024999999999999998,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,KNA,18859.0190361046,46870.0
21962,Curaçao,23,B R,531,Grenada,308,female,2020,1,308,1e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CUW,16356.09332545412,154947.0
23332,Costa Rica,,B R,188,Grenada,308,male,2020,6,308,6e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CRI,12394.0493969354,5034320.0
25187,Guyana,,B R,328,Grenada,308,female,2020,48,308,0.000048,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,GUY,6775.709390963032,807481.0
25528,Venezuela,,B R,862,Grenada,308,male,2020,48,308,0.000048,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VEN,,28444077.0
9786,Mali,,B R,466,Grenada,308,female,2020,244,308,0.000244,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,MLI,953.2429432909744,21713836.0
18604,Greece,,B,300,Grenada,308,female,2020,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,GRC,17886.733165236048,10698599.0
21487,Aruba,19,B R,533,Grenada,308,male,2020,67,308,0.000067,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,ABW,22855.93232007607,108587.0
22898,United States Virgin Islands,30,B,850,Grenada,308,male,2020,283,308,0.000283,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VIR,39787.37416502023,106290.0
22898,United States Virgin Islands,30,B,850,Grenada,308,female,2020,306,308,0.000306,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VIR,39787.37416502023,106290.0
21962,Curaçao,23,B R,531,Grenada,308,male,2020,1,308,1e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CUW,16356.09332545412,154947.0
18604,Greece,,B,300,Grenada,308,male,2020,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,GRC,17886.733165236048,10698599.0
15553,Slovakia,,B,703,Grenada,308,female,2020,1,308,1e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,SVK,19735.48582808005,5458827.0
21415,Antigua and Barbuda,,B R,28,Grenada,308,male,2020,112,308,0.000112,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,ATG,15369.60822504014,91846.0
16690,Finland,,B,246,Grenada,308,female,2020,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,FIN,48828.68468627994,5529543.0
21886,Cuba,,B,192,Grenada,308,female,2020,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CUB,9605.261250672624,11176354.0
16690,Finland,,B,246,Grenada,308,male,2020,1,308,1e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,FIN,48828.68468627994,5529543.0
24541,Bolivia,,B R,68,Grenada,308,female,2020,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BOL,3099.942190535137,11816299.0
22831,Trinidad and Tobago,,B R,780,Grenada,308,male,2020,4676,308,0.004676,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,TTO,15358.861297306576,1366725.0
21804,Cayman Islands,22,C R,136,Grenada,308,female,2020,6,308,6e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,CYM,82338.79828536611,68684.0
16156,Denmark,11,B R,208,Grenada,308,male,2020,8,308,8e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,DNK,60985.48856015139,5831404.0
25528,Venezuela,,B R,862,Grenada,308,female,2020,104,308,0.000104,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VEN,,28444077.0
22715,Saint Vincent and the Grenadines,,B R,670,Grenada,308,female,2020,246,308,0.00024599999999999996,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VCT,8351.203240409815,103526.0
20653,Luxembourg,,B,442,Grenada,308,male,2020,,308,,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,LUX,116860.02817235976,630419.0
22376,Jamaica,,B R,388,Grenada,308,male,2020,101,308,0.000101,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,JAM,4879.440257733735,2830739.0
21657,Barbados,,B R,52,Grenada,308,female,2020,251,308,0.000251,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,BRB,18347.110913105524,281698.0
25187,Guyana,,B R,328,Grenada,308,male,2020,64,308,0.000064,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,GUY,6775.709390963032,807481.0
16156,Denmark,11,B R,208,Grenada,308,female,2020,5,308,4.9999999999999996e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,DNK,60985.48856015139,5831404.0
23960,Panama,,B R,591,Grenada,308,female,2020,11,308,0.000011,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,PAN,13290.560834759406,4293261.0
26864,Australia,,B R,36,Grenada,308,female,2020,72,308,0.000072,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,AUS,51791.54017998405,25649248.0
22715,Saint Vincent and the Grenadines,,B R,670,Grenada,308,male,2020,204,308,0.000204,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,VCT,8351.203240409815,103526.0
20653,Luxembourg,,B,442,Grenada,308,female,2020,2,308,2e-6,Grenada,GD,GRD,308,ISO 3166-2:GD,Americas,Latin America and the Caribbean,Caribbean,19,419,29,LUX,116860.02817235976,630419.0
